48987829	cap-services	coop	1
48987830	caparra	coop	1
48987831	capboisettoit	coop	1
48987832	cape	coop	1
48987833	capecologis	coop	1
48987834	capella	coop	2
48987835	capetown2013	coop	1
48987836	capital-rebond-solidaire	coop	1
48987837	capitalbookkeeping	coop	1
48987838	capitalhomecare	coop	1
48987839	capodarco	coop	1
48987840	capricorn	coop	5
48987841	caps	coop	1
48987842	capseine	coop	2
48987843	capstonefcu	coop	3
48987844	car	coop	1
48987845	caradoncooperativeeducationaltrust	coop	1
48987846	caraquet	coop	1
48987847	caravan	coop	4
48987848	carb	coop	1
48987849	carbon	coop	4
48987850	card	coop	1
48987851	cardiganarms	coop	1
48987852	carenet	coop	1
48987853	caribana	coop	1
48987854	caribccu	coop	2
48987855	carmel	coop	1
48987856	carolinafoothillsfcu	coop	1
48987857	carpediem	coop	1
48987858	cars	coop	1
48987859	carte-agir	coop	1
48987860	carteretcraven	coop	2
48987861	carteretcravenelectric	coop	1
48987862	cartrefi	coop	1
48987863	cas	coop	1
48987864	casacooperativa	coop	1
48987865	casatua	coop	1
48987866	case	coop	1
48987867	cassia	coop	1
48987868	catalis	coop	1
48987869	catalog	coop	1
48987870	catalyst	coop	1
48987871	catalyzecommonwealth	coop	1
48987872	catapult	coop	1
48987873	catchbox	coop	1
48987874	catenet	coop	1
48987875	catep	coop	1
48987876	cave	coop	1
48987877	cbc	coop	1
48987878	cbcfcu	coop	1
48987879	cbec	coop	3
48987880	cbh	coop	1
48987881	cbp	coop	2
48987882	cbpower	coop	3
48987883	cca	coop	1
48987884	ccap	coop	1
48987885	ccat	coop	1
48987886	ccb	coop	4
48987887	ccc	coop	1
48987888	cccd	coop	1
48987889	cccgny	coop	1
48987890	cccm	coop	1
48987891	cccofgny	coop	1
48987892	cccs	coop	1
48987893	cccu	coop	1
48987894	ccd	coop	1
48987895	ccec	coop	2
48987896	ccfa	coop	1
48987897	ccfcu	coop	1
48987898	cch	coop	1
48987899	cchm	coop	1
48987900	cci	coop	1
48987901	ccif	coop	1
48987902	ccma	coop	1
48987903	ccmh	coop	1
48987904	ccn	coop	1
48987905	ccnc	coop	1
48987906	cco	coop	1
48987907	ccrn	coop	1
48987908	ccssm	coop	1
48987909	ccu-bg	coop	1
48987910	cculb	coop	1
48987911	ccvf	coop	1
48987912	ccw	coop	1
48987913	cda	coop	1
48987914	cdc	coop	1
48987915	cdcu	coop	1
48987916	cdec	coop	1
48987917	cdf-raa	coop	1
48987918	cdf	coop	2
48987919	cdfcanada	coop	1
48987920	cdi	coop	4
48987921	cdl	coop	1
48987922	cdr	coop	1
48987923	cdrcqm	coop	1
48987924	cdrestrie	coop	1
48987925	cdrol	coop	1
48987926	cdrq	coop	1
48987927	cdrqa	coop	1
48987928	cdrslsj	coop	1
48987929	cds	coop	1
48987930	cdsconsulting	coop	2
48987931	cdsfood	coop	1
48987932	cdsus	coop	1
48987933	cdu	coop	1
48987934	ce	coop	1
48987935	ceaclevalle	coop	1
48987936	cearc	coop	1
48987937	ceas	coop	2
48987938	ceb	coop	2
48987939	cec	coop	2
48987940	ceca	coop	3
48987941	ceci	coop	2
48987942	cecjobs	coop	1
48987943	cecoop	coop	1
48987944	cecop	coop	1
48987945	cecosol	coop	1
48987946	cecpower	coop	2
48987947	cedaet	coop	1
48987948	cedarfallsfood	coop	1
48987949	cedaropportunities	coop	1
48987950	cedc	coop	1
48987951	cee	coop	4
48987952	cegepsherbrooke	coop	1
48987953	cekoyaexpertise	coop	1
48987954	celebrite	coop	1
48987955	celmar	coop	1
48987956	celobert	coop	1
48987957	celp	coop	1
48987958	cem	coop	1
48987959	cene	coop	1
48987960	cenergy	coop	1
48987961	cent-cent	coop	1
48987962	centerpoint	coop	1
48987963	central	coop	2
48987964	centralab	coop	1
48987965	centralcoop	coop	1
48987966	centralec	coop	2
48987967	centralelectric	coop	1
48987968	centralengland	coop	9
48987969	centrifuge	coop	1
48987970	centrocultural	coop	5
48987971	centrosojuz	coop	1
48987972	cepc	coop	1
48987973	cepral	coop	1
48987974	cera	coop	1
48987975	ceramicsstudio	coop	1
48987976	cerclecarre	coop	1
48987977	ceres	coop	3
48987978	cerise	coop	1
48987979	cero	coop	2
48987980	cersvillers	coop	1
48987981	cert	coop	1
48987982	cesca	coop	1
48987983	cespalarroyito	coop	2
48987984	cet	coop	1
48987985	cets	coop	1
48987986	ceux-qui-aiment-les-lundis	coop	1
48987987	cevagarf	coop	1
48987988	cevagraf	coop	8
48987989	cevi	coop	1
48987990	cevipe	coop	1
48987991	cew	coop	1
48987992	cfan	coop	1
48987993	cfc-ss	coop	1
48987994	cfc	coop	1
48987995	cfd	coop	5
48987996	cfecu	coop	1
48987997	cfim	coop	1
48987998	cfne	coop	1
48987999	cfo	coop	1
48988000	cfq	coop	1
48988001	cfs	coop	1
48988002	cfwc	coop	1
48988003	cgin	coop	1
48988004	cgm	coop	4
48988005	cgmllc	coop	2
48988006	cgn	coop	1
48988007	chamba	coop	2
48988008	championhomesofelbridge	coop	1
48988009	champlibre	coop	1
48988010	champs-libres	coop	12
48988011	change	coop	3
48988012	changeagents	coop	1
48988013	channelislands	coop	1
48988014	chapelstreetstudio	coop	1
48988015	chaplean	coop	1
48988016	chaseo	coop	1
48988017	chatham	coop	1
48988018	chathammarketplace	coop	1
48988019	chathamvillage	coop	1
48988020	chatt	coop	1
48988021	chc	coop	1
48988022	chce	coop	1
48988023	chcfcanada	coop	1
48988024	chdg	coop	1
48988025	che	coop	1
48988026	chea	coop	1
48988027	chec	coop	2
48988028	cheeseboardcollective	coop	1
48988029	chelmsfordstar	coop	4
48988030	chennaiunion	coop	1
48988031	cherokee	coop	2
48988032	cherrylandelectric	coop	1
48988033	cheznous	coop	10
48988034	chfc	coop	1
48988035	chfcanada	coop	4
48988036	chft	coop	1
48988037	chiba-seikatsuclub	coop	1
48988038	chicago	coop	1
48988039	chicagomarket	coop	1
48988040	chickasaw	coop	2
48988041	chicken	coop	1
48988042	chiconaturalfoods	coop	1
48988043	chinacoop	coop	1
48988044	chippewavalley	coop	1
48988045	chmf	coop	1
48988046	choco	coop	1
48988047	choctaweelectric	coop	1
48988048	choctawelectric	coop	5
48988049	choiceconcepts	coop	1
48988050	choptank	coop	1
48988051	choptankelectric	coop	1
48988052	chronolabs	coop	4
48988053	chrysalide	coop	1
48988054	chsinc	coop	1
48988055	chugach	coop	1
48988056	chugachelectric	coop	1
48988057	chum	coop	1
48988058	ci-memberportal	coop	1
48988059	ciab	coop	1
48988060	ciaco	coop	1
48988061	cicopa	coop	3
48988062	cicopamercosur	coop	2
48988063	cidadania	coop	2
48988064	cidas	coop	2
48988065	cidcoop	coop	1
48988066	cie	coop	1
48988067	cifwithncb	coop	1
48988068	cimae	coop	1
48988069	cimetieres	coop	2
48988070	cinecite	coop	1
48988071	cinergia	coop	1
48988072	cinergies	coop	1
48988073	circ	coop	1
48988074	circleoflife	coop	1
48988075	circuito	coop	1
48988076	cis	coop	1
48988077	cisame	coop	1
48988078	cisp	coop	1
48988079	cit	coop	2
48988080	cita	coop	1
48988081	citadelle-camp	coop	2
48988082	citadelle	coop	3
48988083	citiz	coop	19
48988084	citizenfund	coop	1
48988085	citizens	coop	8
48988086	citoyen	coop	1
48988087	citybikes	coop	1
48988088	citycentermarket	coop	1
48988089	citycollege	coop	1
48988090	citydesign	coop	1
48988091	citymarket	coop	1
48988092	cityofcooperation	coop	1
48988093	civil	coop	1
48988094	cjn	coop	1
48988095	cjs-france	coop	1
48988096	cjs	coop	1
48988097	ckenergy	coop	2
48988098	clackamasrivercommunity	coop	1
48988099	clada	coop	1
48988100	clap	coop	1
48988101	claraboia	coop	5
48988102	clarity	coop	1
48988103	claros	coop	1
48988104	claveriagrassrootsmpc	coop	1
48988105	claveriampc	coop	1
48988106	clayunionelectric	coop	2
48988107	cleanenergy	coop	1
48988108	cleanpower	coop	1
48988109	clevedoncommunitybookshop	coop	1
48988110	clevelandfood	coop	1
48988111	clic	coop	1
48988112	clictrac	coop	1
48988113	climateconnected	coop	1
48988114	climbs	coop	6
48988115	cliss21	coop	1
48988116	cln	coop	1
48988117	clockwise	coop	3
48988118	cloud	coop	1
48988119	cloughjordancohousing	coop	1
48988120	clt	coop	1
48988121	clubdevelopment	coop	1
48988122	clusa	coop	1
48988123	cluster-jura	coop	2
48988124	cmc	coop	1
48988125	cme	coop	2
48988126	cmeasc	coop	1
48988127	cmec	coop	1
48988128	cmps	coop	1
48988129	cms	coop	1
48988130	cmutuel	coop	1
48988131	cnc	coop	1
48988132	cnet-hosyo	coop	1
48988133	cnet	coop	1
48988134	cnmec	coop	1
48988135	cny	coop	1
